"worker_id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","completion_code","guilt_1_1","guilt_2_1","guilt_3_1","curiosity_1_1","curiosity_2_1","curiosity_3_1","outrage_1_1","outrage_2_1","outrage_3_1","enjoy_1_1","enjoy_2_1","enjoy_3_1","comp_1","comp_2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","participantId","chatbot_farewell_message","actual_farewell","condition","id"
"Anonymized","2025-05-24 04:12:09","2025-05-24 04:14:04","0","Anonymized","100","115","1","2025-05-24 04:14:05","R_5qJb9ueIQ0P0zmE","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 08:19:48","2025-05-24 08:20:11","0","Anonymized","100","23","1","2025-05-24 08:20:11","R_6m2lMkSKCmZIFOL","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 08:03:50","2025-05-24 08:04:21","0","Anonymized","100","31","1","2025-05-24 08:04:21","R_13yJFDurIXV2a7n","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 09:11:45","2025-05-24 09:12:08","0","Anonymized","100","23","1","2025-05-24 09:12:09","R_7IjbFPpRvzKs75e","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 07:26:05","2025-05-24 07:57:54","0","Anonymized","100","1909","1","2025-05-24 07:57:55","R_52m0DqnbVTrw0LR","","","","","Anonymized","Anonymized","anonymous","EN","1","3","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 08:15:56","2025-05-24 08:17:15","0","Anonymized","13","78","0","2025-05-31 08:17:24","R_6S0Ms6brsUxACjG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 08:23:59","2025-05-24 08:25:51","0","Anonymized","13","112","0","2025-05-31 08:25:52","R_1f6g0hc09TuzB3r","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 06:52:23","2025-05-24 06:53:43","0","Anonymized","100","79","1","2025-05-24 06:53:43","R_2rqWw554l8CSvWz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 07:21:25","2025-05-24 07:22:04","0","Anonymized","100","38","1","2025-05-24 07:22:04","R_11SNSJz77eHL9fk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 08:14:21","2025-05-24 08:15:10","0","Anonymized","100","49","1","2025-05-24 08:15:11","R_5ktEGANonktQtvH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 05:55:45","2025-05-24 05:56:28","0","Anonymized","100","42","1","2025-05-24 05:56:28","R_67jSBzrXTRiNbbp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 05:45:14","2025-05-24 05:46:31","0","Anonymized","13","76","0","2025-05-31 05:46:32","R_7ib6bpBupUAQS3v","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 06:39:02","2025-05-24 06:46:39","0","Anonymized","6","457","0","2025-05-31 06:46:44","R_3QSWvC09VMOTmO7","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 06:25:36","2025-05-24 06:27:13","0","Anonymized","13","96","0","2025-05-31 06:27:18","R_10NmRjNTWL4t9fH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 06:13:22","2025-05-24 06:14:06","0","Anonymized","13","44","0","2025-05-31 06:14:06","R_6OwmrjXXSs1kkGB","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 09:51:22","2025-05-24 09:52:09","0","Anonymized","100","47","1","2025-05-24 09:52:10","R_7U5Esq874cAAiyo","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 08:20:41","2025-05-24 08:22:23","0","Anonymized","100","101","1","2025-05-24 08:22:23","R_3wiSedbU5XiOLDu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 07:35:26","2025-05-24 07:40:28","0","Anonymized","100","301","1","2025-05-24 07:40:28","R_1CelgV65ikt5OQj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 05:26:55","2025-05-27 05:23:42","0","Anonymized","6","259006","0","2025-06-03 05:23:49","R_1EWFNj3SRkT5YE3","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 06:52:12","2025-05-24 06:52:47","0","Anonymized","13","35","0","2025-05-31 06:52:49","R_5znFXeyeutQq4Xy","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 05:40:31","2025-05-24 05:41:11","0","Anonymized","100","39","1","2025-05-24 05:41:11","R_5InLhWDWRP6AceF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","2025-05-24 07:27:07","2025-05-24 07:28:44","0","Anonymized","13","96","0","2025-05-31 07:28:48","R_1suQQ0qdrN0L0g9","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","Anonymized","","","",NA
"Anonymized","{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","Anonymized","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","Anonymized","Anonymized","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID60""}","{""ImportId"":""QID30""}","{""ImportId"":""QID31""}","{""ImportId"":""QID167_TEXT""}","{""ImportId"":""QID179_1""}","{""ImportId"":""QID180_1""}","{""ImportId"":""QID181_1""}","{""ImportId"":""QID182_1""}","{""ImportId"":""QID183_1""}","{""ImportId"":""QID184_1""}","{""ImportId"":""QID185_1""}","{""ImportId"":""QID186_1""}","{""ImportId"":""QID187_1""}","{""ImportId"":""QID199_1""}","{""ImportId"":""QID200_1""}","{""ImportId"":""QID201_1""}","{""ImportId"":""QID175""}","{""ImportId"":""QID176""}","{""ImportId"":""QID12""}","{""ImportId"":""QID12_4_TEXT""}","{""ImportId"":""QID13""}","{""ImportId"":""QID13_6_TEXT""}","{""ImportId"":""QID14_TEXT""}","{""ImportId"":""QID15""}","{""ImportId"":""QID15_8_TEXT""}","Anonymized","{""ImportId"":""chatbot_farewell_message""}","{""ImportId"":""actual_farewell""}","{""ImportId"":""condition""}",NA
"Anonymized","2025-05-24 07:31:59","2025-05-24 07:54:39","0","Anonymized","100","1360","1","2025-05-24 07:54:39","R_3IbER2opKbTJNHM","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6771-8921-6834-0528","0","0","0","90","70","80","0","0","0","70","70","60","2","1","2","","3","","50","3","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",855
"Anonymized","2025-05-24 06:44:20","2025-05-24 07:04:18","0","Anonymized","100","1197","1","2025-05-24 07:04:18","R_5Dhgp9ITZ49NWTp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5291-6590-1620-6351","2","2","0","11","11","16","7","10","14","45","47","45","2","1","2","","3","","34","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",674
"Anonymized","2025-05-24 06:33:54","2025-05-24 06:57:03","0","Anonymized","100","1389","1","2025-05-24 06:57:03","R_7n3Ql86fKBaOSGt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5908-2611-0320-3530","0","0","0","60","60","60","0","0","0","50","50","50","2","1","1","","2","","26","7","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",621
"Anonymized","2025-05-24 08:06:27","2025-05-24 08:24:35","0","Anonymized","100","1087","1","2025-05-24 08:24:36","R_5Q1cMtmgXP5824x","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4195-1616-6965-4245","0","0","0","10","14","25","0","0","1","0","0","0","2","1","1","","3","","25","4","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",993
"Anonymized","2025-05-24 07:47:26","2025-05-24 08:06:05","0","Anonymized","100","1119","1","2025-05-24 08:06:06","R_1gbOWkxR0eEuXCx","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4245-2439-2366-9668","2","3","2","3","12","6","53","68","55","0","1","0","2","1","3","","3","","31","5","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",933
"Anonymized","2025-05-24 06:27:57","2025-05-24 06:45:35","0","Anonymized","19","1057","0","2025-05-31 06:45:35","R_6GVRC9NCkkwnOdu","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",594
"Anonymized","2025-05-24 02:08:51","2025-05-24 02:27:32","0","Anonymized","100","1121","1","2025-05-24 02:27:32","R_3e8Qwiylb07bGFN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8727-2473-4508-8803","0","30","0","65","78","77","0","0","0","70","65","70","2","1","2","","3","","27","1","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",149
"Anonymized","2025-05-24 07:31:07","2025-05-24 07:50:12","0","Anonymized","100","1144","1","2025-05-24 07:50:13","R_1yrueRcl27ylyge","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8033-3612-6862-1488","0","0","0","0","0","0","15","35","15","20","28","25","2","1","1","","3","","35","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",851
"Anonymized","2025-05-24 07:18:03","2025-05-24 07:42:29","0","Anonymized","100","1466","1","2025-05-24 07:42:29","R_2lsuj7hMNdmuDHG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2203-4473-0251-0208","100","100","100","100","90","100","0","10","0","100","100","100","2","1","2","","3","","44","4","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",803
"Anonymized","2025-05-24 06:49:45","2025-05-24 07:14:38","0","Anonymized","100","1492","1","2025-05-24 07:14:38","R_3mFtr7jXNNdaVeF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5447-1491-1242-3153","0","13","24","16","77","71","25","28","20","72","77","79","2","1","1","","3","","69","2","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",708
"Anonymized","2025-05-24 06:33:57","2025-05-24 07:07:10","0","Anonymized","100","1993","1","2025-05-24 07:07:11","R_32XD5ELOb6OHNpG","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0433-2320-4473-3759","55","75","100","100","100","100","0","0","0","100","100","100","2","1","2","","1","","55","4","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",619
"Anonymized","2025-05-24 05:38:14","2025-05-24 06:07:02","0","Anonymized","19","1728","0","2025-05-31 06:07:11","R_7Hkr4IfQL4dFLml","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",453
"Anonymized","2025-05-24 10:09:59","2025-05-24 10:12:05","0","Anonymized","19","126","0","2025-05-31 10:12:15","R_7GoAPHpZ4gigb9n","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",1339
"Anonymized","2025-05-24 05:22:59","2025-05-24 05:47:21","0","Anonymized","100","1461","1","2025-05-24 05:47:21","R_5zsaV7CQaObTAAh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5499-7268-8196-6676","20","0","60","100","100","100","0","20","0","95","85","90","2","1","2","","1","","56","3","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",400
"Anonymized","2025-05-24 02:37:19","2025-05-24 02:58:06","0","Anonymized","100","1247","1","2025-05-24 02:58:07","R_1tndr707KmdfSBs","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","1434-0287-3287-0656","35","35","0","0","0","0","0","0","0","0","0","0","2","1","2","","1","","35","5","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",177
"Anonymized","2025-05-24 03:21:52","2025-05-24 03:42:20","0","Anonymized","100","1228","1","2025-05-24 03:42:21","R_1FrHnkr0PsY5K9v","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9982-8604-0379-7553","55","60","75","75","100","60","20","20","20","90","90","90","2","1","1","","3","","27","3","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",218
"Anonymized","2025-05-24 09:54:09","2025-05-24 10:12:13","0","Anonymized","100","1083","1","2025-05-24 10:12:13","R_1WGs6u9SMVQRfaV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4466-6992-2223-4105","0","0","0","0","0","0","8","39","8","0","0","0","2","1","2","","3","","30","4","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1311
"Anonymized","2025-05-24 08:18:57","2025-05-24 08:42:16","0","Anonymized","100","1398","1","2025-05-24 08:42:16","R_3ZOIIZxgexhXEhX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7148-6904-8517-7512","60","62","60","75","75","75","45","55","45","70","70","70","2","1","1","","1","","33","4","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",1051
"Anonymized","2025-05-24 04:40:13","2025-05-24 04:46:00","0","Anonymized","19","347","0","2025-05-31 04:46:02","R_7qpUAvsl3VMIOYM","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",314
"Anonymized","2025-05-24 03:39:20","2025-05-24 04:04:10","0","Anonymized","100","1490","1","2025-05-24 04:04:11","R_6qoTcPVh28kofMR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6875-9875-2053-3710","5","0","9","54","29","58","69","58","71","23","11","20","2","1","1","","1","","28","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",237
"Anonymized","2025-05-24 08:29:29","2025-05-24 08:57:46","0","Anonymized","100","1696","1","2025-05-24 08:57:46","R_3CxC0GAGddp3ecF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0809-7501-8479-8712","0","0","0","0","0","0","0","0","0","51","51","51","2","1","1","","6","Indigenous American","61","2","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",1113
"Anonymized","2025-05-24 06:46:09","2025-05-24 07:05:58","0","Anonymized","19","1189","0","2025-05-31 07:06:03","R_64EN7rYVq8GVmXn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",686
"Anonymized","2025-05-24 09:18:01","2025-05-24 10:01:28","0","Anonymized","100","2606","1","2025-05-24 10:01:28","R_5NwYnXlvtDyyBZM","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","3611-5955-2340-1112","0","0","95","0","0","0","75","75","75","0","0","0","2","1","2","","2","","40","4","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",1179
"Anonymized","2025-05-24 07:14:35","2025-05-24 07:38:35","0","Anonymized","100","1439","1","2025-05-24 07:38:35","R_3zpU0OsdFFG7oTz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2083-5216-5860-5533","55","55","55","60","60","81","0","0","0","41","35","33","2","1","1","","3","","24","3","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",773
"Anonymized","2025-05-24 08:04:17","2025-05-24 08:24:06","0","Anonymized","100","1188","1","2025-05-24 08:24:06","R_3r6tKPtnY7cBIj8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","2349-6146-6985-4780","41","40","40","40","42","42","29","30","28","41","35","30","2","1","1","","5","","19","3","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",984
"Anonymized","2025-05-24 08:30:01","2025-05-24 08:55:28","0","Anonymized","100","1527","1","2025-05-24 08:55:28","R_3UaWl3mJFIsKMLP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9491-5773-7561-9745","0","2","0","23","24","26","0","0","0","58","60","56","2","1","1","","3","","36","4","","Anonymized","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention",1096
"Anonymized","2025-05-24 06:14:34","2025-05-24 06:35:15","0","Anonymized","100","1240","1","2025-05-24 06:35:16","R_1S1r95cKjuBsOqL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","5812-9654-3089-7661","0","0","0","0","0","0","60","75","50","0","0","0","2","1","2","","3","","49","5","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",539
"Anonymized","2025-05-24 05:42:46","2025-05-24 06:01:42","0","Anonymized","100","1136","1","2025-05-24 06:01:43","R_5rrxKYTZ0L6eyAd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8103-6539-0860-0917","60","75","80","70","70","70","0","30","30","70","70","70","2","1","1","","2","","40","1","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",465
"Anonymized","2025-05-24 08:04:58","2025-05-24 08:30:09","0","Anonymized","100","1510","1","2025-05-24 08:30:09","R_6pzFfp2RWuH1dHb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","4735-8932-8977-8517","95","95","80","90","90","85","0","30","0","100","100","100","2","1","1","","3","","45","3","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",979
"Anonymized","2025-05-24 09:56:33","2025-05-24 10:15:42","0","Anonymized","100","1149","1","2025-05-24 10:15:43","R_3Y2GbO7Y7DsbIAZ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","8909-5324-2280-3602","11","7","10","0","0","0","72","78","81","9","3","0","2","1","2","","3","","36","4","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",1323
"Anonymized","2025-05-24 09:11:49","2025-05-24 09:35:34","0","Anonymized","100","1424","1","2025-05-24 09:35:34","R_5w7Zmhco9Gj2hpv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","9387-4240-8370-8315","0","0","0","80","80","80","0","0","0","83","83","82","2","1","1","","3","","31","4","","Anonymized","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention",1142
"Anonymized","2025-05-24 09:53:55","2025-05-24 10:14:22","0","Anonymized","100","1226","1","2025-05-24 10:14:22","R_5BmoLzz9fN7V0ua","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","6910-0706-4445-9841","30","31","0","20","20","50","0","0","0","0","0","0","2","1","1","","1","","41","3","","Anonymized","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention",1307
"Anonymized","2025-05-24 08:22:43","2025-05-24 08:42:57","0","Anonymized","100","1214","1","2025-05-24 08:42:57","R_3cZA1Wa4AHbJRT8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7942-5281-6833-5842","71","71","76","96","100","92","41","11","20","66","74","77","2","2","1","","3","","45","3","","Anonymized","control","Goodbye and take care. I hope you have a calm and peaceful day.","control",1057
"Anonymized","2025-05-24 06:41:23","2025-05-24 07:04:16","0","Anonymized","100","1373","1","2025-05-24 07:04:17","R_7fqx7AVSOWWyOB3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","0218-4021-9986-6156","9","6","7","60","90","80","0","4","4","85","75","74","2","1","1","","3","","29","3","","Anonymized","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention",685
"Anonymized","2025-05-24 06:11:14","2025-05-24 06:29:56","0","Anonymized","100","1122","1","2025-05-24 06:29:57","R_12GppdXqpwNfGtb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","7420-3187-4776-3359","72","75","64","63","65","59","9","56","13","78","80","75","2","1","2","","3","","47","3","","Anonymized","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention",525
